Kind,Name,AvgCyclomatic,CountLine
File,"PropertiesConfigurationLayout.java",1,1014
File,"PropertyConverter.java",4,923
File,"PropertyListConfiguration.java",2,696
File,"ProvidedURLLocationStrategy.java",1,48
File,"QueryResult.java",1,201
File,"RandomReloadingDetector.java",1,42
File,"ReadWriteSynchronizer.java",1,103
File,"ReferenceNodeHandler.java",0,64
File,"ReferenceTracker.java",2,190
File,"ReloadingBuilderSupportListener.java",1,113
File,"ReloadingCombinedConfigurationBuilder.java",1,214
File,"ReloadingController.java",1,192
File,"ReloadingControllerSupport.java",0,41
File,"ReloadingDetector.java",0,65
File,"ReloadingDetectorFactory.java",0,54
File,"ReloadingEvent.java",1,84
File,"ReloadingFileBasedConfigurationBuilder.java",1,255
File,"ReloadingMultiFileConfigurationBuilder.java",1,168
File,"ServletConfiguration.java",1,76
File,"ServletContextConfiguration.java",1,77
File,"ServletFilterConfiguration.java",1,64
File,"ServletRequestConfiguration.java",2,91
File,"StrictConfigurationComparator.java",4,83
File,"StringLookupAdapter.java",1,42
File,"SubnodeConfiguration.java",1,270
File,"SubsetConfiguration.java",1,333
File,"Synchronizer.java",0,85
File,"SynchronizerSupport.java",0,103
File,"SynchronizerTestImpl.java",1,160
File,"SystemConfiguration.java",1,118
File,"SystemPropertiesLookup.java",1,54
File,"TestAbsoluteNameLocationStrategy.java",1,100
File,"TestAbstractConfiguration.java",1,210
File,"TestAbstractConfigurationBasicFeatures.java",1,1237
File,"TestAbstractConfigurationSynchronization.java",1,277
File,"TestAbstractHierarchicalConfiguration.java",1,1157
File,"TestAppletConfiguration.java",2,159
File,"TestAutoSaveListener.java",1,160
File,"TestBaseConfiguration.java",1,789
File,"TestBaseConfigurationBuilderProvider.java",1,298
File,"TestBaseConfigurationXMLReader.java",1,160
File,"TestBaseHierarchicalConfigurationSynchronization.java",1,374
File,"TestBaseNullConfiguration.java",1,437
File,"TestBasePathLocationStrategy.java",1,118
File,"TestBasicBuilderParameters.java",1,599
File,"TestBasicConfigurationBuilder.java",1,710
File,"TestBasicConfigurationBuilderEvents.java",1,230
File,"TestBeanHelper.java",1,572
File,"TestBuilderConfigurationWrapperFactory.java",1,228
File,"TestCatalogResolver.java",1,115
File,"TestClasspathLocationStrategy.java",1,93
File,"TestCombinedBeanDeclaration.java",1,295
File,"TestCombinedBuilderParametersImpl.java",1,497
File,"TestCombinedConfiguration.java",1,1311
File,"TestCombinedConfigurationBuilder.java",1,1609
