Kind,Name,AvgCyclomatic,CountLine
File,"MockClock.java",1,42
File,"MockConnPoolControl.java",1,124
File,"MultihomeIOSessionRequester.java",1,137
File,"MultipartEntityBuilder.java",1,235
File,"MultipartFormEntity.java",1,126
File,"MultuhomeConnectionInitiator.java",1,83
File,"NTCredentials.java",1,207
File,"NTLMEngine.java",0,70
File,"NTLMEngineException.java",1,64
File,"NTLMEngineImpl.java",1,2107
File,"NTLMScheme.java",1,184
File,"NTLMSchemeFactory.java",1,51
File,"NTUserPrincipal.java",1,115
File,"NoopCacheEntrySerializer.java",1,56
File,"NoopHostnameVerifier.java",1,57
File,"NoopUserTokenHandler.java",1,50
File,"NullBackoffStrategy.java",1,49
File,"Operations.java",1,128
File,"PlainConnectionSocketFactory.java",2,85
File,"PoolingAsyncClientConnectionManager.java",1,563
File,"PoolingAsyncClientConnectionManagerBuilder.java",1,214
File,"PoolingHttpClientConnectionManager.java",1,567
File,"PoolingHttpClientConnectionManagerBuilder.java",1,228
File,"PrefixKeyHashingScheme.java",1,62
File,"ProtocolExec.java",9,254
File,"ProxyClient.java",3,222
File,"ProxyTunnelDemo.java",2,70
File,"PublicSuffixDomainFilter.java",1,135
File,"PublicSuffixList.java",1,81
File,"PublicSuffixListParser.java",7,164
File,"PublicSuffixMatcher.java",3,204
File,"PublicSuffixMatcherLoader.java",2,100
File,"QuickStart.java",1,79
File,"RFC6265CookieSpec.java",4,271
File,"RFC6265CookieSpecBase.java",1,38
File,"RFC6265CookieSpecProvider.java",1,123
File,"RFC6265LaxSpec.java",1,62
File,"RFC6265StrictSpec.java",1,68
File,"RandomHandler.java",2,221
File,"ReactiveClientFullDuplexExchange.java",1,116
File,"RedirectException.java",1,66
File,"RedirectExec.java",12,217
File,"RedirectLocations.java",1,111
File,"RedirectStrategy.java",0,74
File,"Request.java",1,384
File,"RequestAbortedException.java",1,52
File,"RequestAddCookies.java",11,183
File,"RequestAuthCache.java",7,128
File,"RequestBuilder.java",1,518
File,"RequestClientConnControl.java",3,88
File,"RequestConfig.java",1,488
File,"RequestCopier.java",3,59
File,"RequestDefaultHeaders.java",2,84
File,"RequestEntityProxy.java",1,137
File,"RequestEquivalent.java",1,56
File,"RequestExpectContinue.java",3,82
File,"RequestFailedException.java",1,52
File,"RequestProtocolCompliance.java",3,238
File,"RequestProtocolError.java",1,37
File,"Resource.java",1,84
File,"ResourceFactory.java",0,73
File,"ResourceIOException.java",1,47
File,"ResourceReference.java",1,60
File,"Response.java",2,140
File,"ResponseCachingPolicy.java",6,320
File,"ResponseEntityProxy.java",2,153
File,"ResponseEquivalent.java",1,56
File,"ResponseProcessCookies.java",4,150
File,"ResponseProtocolCompliance.java",3,225
File,"RetryExec.java",5,125
File,"RouteInfo.java",1,162
File,"RouteTracker.java",1,374
File,"RoutingSupport.java",4,67
File,"SHA256KeyHashingScheme.java",1,66
File,"SPNegoScheme.java",1,76
File,"SPNegoSchemeFactory.java",1,69
File,"SSLConnectionSocketFactory.java",2,317
File,"SSLConnectionSocketFactoryBuilder.java",2,156
File,"SSLTestContexts.java",1,52
File,"SchedulingStrategy.java",0,46
File,"SchemePortResolver.java",0,46
File,"ServiceUnavailableRetryExec.java",4,116
File,"ServiceUnavailableRetryStrategy.java",0,63
File,"SetCookie.java",0,89
